file,emotion,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,centroid,zcr,rolloff
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-02-02-02-01-01.wav,calm,-735.9586791992188,83.71624755859375,8.72074031829834,16.973064422607422,1.3004169464111328,16.308208465576172,-2.998903512954712,8.180384635925293,-9.68177318572998,1.4794083833694458,-8.105539321899414,-3.2144181728363037,3.279629945755005,0.31779971718788147,2.8170175552368164,-0.34872135519981384,-2.9823360443115234,1.263220191001892,1.0595355033874512,-2.968104124069214,-2.579472780227661,-1.8215866088867188,-1.6087782382965088,0.5621384978294373,-4.688035011291504,-3.72373366355896,-0.3920140266418457,0.10166957229375839,-3.575803518295288,-2.924893617630005,0.5133107900619507,-1.1766058206558228,-3.279183864593506,0.8971121907234192,-1.9701831340789795,-1.8539388179779053,-0.5524494647979736,-2.6094400882720947,-2.0077810287475586,-1.0270189046859741,0.5551194548606873,0.5825900435447693,0.5471618175506592,0.5018011331558228,0.5378357172012329,0.5478302836418152,0.5347644686698914,0.5163488388061523,0.5346013307571411,0.6064440011978149,0.6964284181594849,0.606661319732666,6340.198382246475,0.05152541534810127,11378.57990506329
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-02-02-02-02-01.wav,calm,-724.8057861328125,83.05964660644531,0.863663375377655,13.715781211853027,5.393522262573242,15.342069625854492,-3.8907716274261475,6.682706832885742,-9.109153747558594,-2.31089448928833,-7.557553768157959,-2.6653072834014893,4.408699989318848,0.14785653352737427,1.096950888633728,-0.12487290054559708,-4.136438846588135,-0.09255700558423996,1.5357997417449951,-1.9606642723083496,-3.1209449768066406,-1.066536545753479,-0.74615877866745,2.2444820404052734,-4.461801528930664,-2.8692069053649902,-2.0471348762512207,0.805697500705719,-3.4585025310516357,-1.283516764640808,0.7801638841629028,-1.398830533027649,-2.0538995265960693,0.4739486277103424,-1.0737794637680054,-0.779556930065155,-1.4536699056625366,-2.3258748054504395,-2.7308967113494873,-2.038722276687622,0.5371652841567993,0.6145713329315186,0.6212746500968933,0.5857704877853394,0.5933960676193237,0.6201683282852173,0.626471996307373,0.6077320575714111,0.5730782151222229,0.5563214421272278,0.5807490944862366,0.544244647026062,6481.998136586812,0.051087724401595744,11526.387965425532
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-03-01-01-01-01.wav,happy,-679.5387573242188,78.6984634399414,0.6677373647689819,10.390019416809082,5.207019805908203,11.525229454040527,-7.043530464172363,2.0349185466766357,-6.769451141357422,-3.4523162841796875,-8.604058265686035,-2.143096685409546,2.1536030769348145,-5.775893211364746,-1.6065857410430908,1.342659831047058,-3.685317039489746,-2.248582601547241,2.962754964828491,-2.275564193725586,-5.540473937988281,-1.7210922241210938,-1.0960617065429688,-1.7761082649230957,-3.8315887451171875,-2.840479850769043,-0.49156975746154785,-1.1081336736679077,-4.480331897735596,-1.8882797956466675,-1.4461464881896973,-2.393559217453003,-3.669269561767578,-0.49370524287223816,-1.3198105096817017,-3.2003285884857178,-0.40073370933532715,-2.3981785774230957,-2.7368388175964355,-1.2463549375534058,0.6292060017585754,0.6650143265724182,0.6183916330337524,0.603071928024292,0.647035539150238,0.6338996887207031,0.5848337411880493,0.5573304295539856,0.5415211319923401,0.5325644016265869,0.5637212991714478,0.5974056124687195,6697.877340105959,0.05570150738113497,12494.560007668711
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-03-01-01-02-01.wav,happy,-658.3062744140625,78.06348419189453,-0.7869633436203003,10.1390380859375,8.304725646972656,12.286282539367676,-4.871697902679443,0.524158239364624,-5.596922397613525,-3.214564323425293,-9.87502384185791,-1.7062541246414185,3.7575342655181885,-5.973937034606934,-0.33157292008399963,2.9784529209136963,-3.0217645168304443,-2.568120002746582,3.645125389099121,-2.1180198192596436,-5.375607967376709,-2.093977928161621,1.6240493059158325,-1.1843981742858887,-3.4878761768341064,-3.219388008117676,-0.42661499977111816,-1.2460378408432007,-5.856863975524902,-0.6302452087402344,-0.4662204682826996,-1.6577939987182617,-2.3192806243896484,-1.4580049514770508,-1.3490729331970215,-3.2940547466278076,-0.007916081696748734,-1.3784136772155762,-3.117126703262329,-0.7991844415664673,0.614304780960083,0.6220642924308777,0.6054328083992004,0.6092305183410645,0.6297426223754883,0.6402896046638489,0.5934097766876221,0.5677993893623352,0.5525493621826172,0.5408930778503418,0.5865139961242676,0.6121885180473328,6308.368223553758,0.039031046299846626,11824.074961656443
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-03-01-02-01-01.wav,happy,-693.6092529296875,77.67327880859375,2.3561034202575684,12.037885665893555,5.272909164428711,9.537618637084961,-5.277848720550537,3.8140170574188232,-8.264009475708008,-3.206486701965332,-11.793281555175781,-2.4545702934265137,4.3342390060424805,-4.883298397064209,-2.1284637451171875,2.046353340148926,-3.129044532775879,-1.545404314994812,3.1501717567443848,-3.03204607963562,-4.228602409362793,-1.626295566558838,-0.13141292333602905,-2.011503219604492,-4.532954216003418,-2.1244311332702637,-2.663470506668091,-0.5832779407501221,-3.9130847454071045,-2.240809202194214,-0.5822532176971436,-1.690991997718811,-3.792525291442871,0.03099197894334793,-0.8207782506942749,-2.3679041862487793,-0.6734987497329712,-2.0501906871795654,-2.4261019229888916,-1.1997957229614258,0.577918529510498,0.6079599857330322,0.5897810459136963,0.5308792591094971,0.538846492767334,0.5544398427009583,0.5462579131126404,0.5773583650588989,0.5845115184783936,0.5666245818138123,0.6119532585144043,0.5957162976264954,6667.926847169117,0.048661932887801206,12287.603539156626
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-03-01-02-02-01.wav,happy,-683.9314575195312,74.13294219970703,1.057856559753418,17.88667869567871,6.339445114135742,11.59382152557373,-5.891602993011475,6.8250274658203125,-6.587667465209961,-1.8747079372406006,-10.637551307678223,-2.125946044921875,2.7909560203552246,-3.743403673171997,0.07247769087553024,2.1894686222076416,-2.983516216278076,-1.3212404251098633,3.2872798442840576,-3.3843741416931152,-4.539810657501221,-1.524588704109192,-0.5493212938308716,-1.0891923904418945,-4.567564010620117,-1.8470112085342407,-2.2264859676361084,-0.4184005856513977,-3.8095338344573975,-2.6951324939727783,0.02267758548259735,-1.172295093536377,-4.315626621246338,-0.2962980270385742,-1.4798707962036133,-2.2765543460845947,-0.5102118849754333,-2.181030035018921,-2.171074628829956,-1.2014516592025757,0.6033045649528503,0.5851601958274841,0.6242059469223022,0.5904379487037659,0.5403167009353638,0.5482266545295715,0.5503442883491516,0.5214954018592834,0.543167769908905,0.5341125726699829,0.5748953223228455,0.6420272588729858,6596.172435081965,0.05662799703663793,12294.450431034482
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-03-02-01-01-01.wav,happy,-627.4204711914062,67.70438385009766,-6.669488906860352,9.967615127563477,-3.0760908126831055,7.208736896514893,-5.0634565353393555,-2.9935553073883057,-10.52482795715332,-4.989576816558838,-8.10744571685791,-8.362472534179688,0.33147838711738586,-4.243649959564209,-5.2197489738464355,0.21778559684753418,-4.321857452392578,-4.636044502258301,-1.473587155342102,-3.0157268047332764,-5.5171284675598145,-2.4348654747009277,-1.365343451499939,-4.11967134475708,-4.512030124664307,-3.3126726150512695,-3.68784499168396,-2.3038878440856934,-4.781651020050049,-2.559413194656372,-1.9499012231826782,-1.694022297859192,-1.2470002174377441,0.8549284338951111,0.9328426718711853,0.4561535716056824,-0.3770037293434143,-1.5009382963180542,-1.9258795976638794,-1.2331253290176392,0.47612398862838745,0.5351497530937195,0.5726142525672913,0.5166354775428772,0.5646491646766663,0.5881451964378357,0.5733509063720703,0.5297984480857849,0.47425878047943115,0.455230176448822,0.5310710072517395,0.5210921168327332,6411.788635957509,0.06302224864130435,12149.116847826086
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-03-02-01-02-01.wav,happy,-591.97021484375,72.97100067138672,-6.905820369720459,4.64514684677124,0.41286417841911316,8.772310256958008,-4.1541218757629395,-3.527296543121338,-8.415510177612305,-5.538169860839844,-10.657865524291992,-7.126158237457275,4.071781158447266,-3.483224868774414,-5.404791355133057,0.8693358302116394,-2.355637788772583,-4.450650691986084,-0.5784075260162354,-1.7785733938217163,-6.54540491104126,-4.639688014984131,-1.1440248489379883,-3.5678374767303467,-4.919156551361084,-4.142274379730225,-3.9449703693389893,-1.9511940479278564,-4.340652942657471,-2.6003568172454834,0.009812475182116032,-0.9525535106658936,-3.2019972801208496,-0.6739311218261719,0.555026113986969,-2.3130927085876465,-2.036821126937866,-0.47399598360061646,0.7139253616333008,0.755653977394104,0.41857239603996277,0.4681341052055359,0.48442962765693665,0.4461001753807068,0.5261672735214233,0.5988438725471497,0.5890509486198425,0.6018944978713989,0.6197930574417114,0.5146519541740417,0.4542232155799866,0.4230654239654541,5270.077517266869,0.05315822030791789,10658.701429618768
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-03-02-02-01-01.wav,happy,-554.230712890625,70.28367614746094,-10.080168724060059,11.619574546813965,-1.2718135118484497,10.029098510742188,-6.932470798492432,-0.29826074838638306,-9.178950309753418,-6.300987720489502,-12.876890182495117,-5.181731224060059,3.789686441421509,-6.8733649253845215,-3.964001178741455,1.6868475675582886,-3.328859329223633,-5.559685230255127,0.8023905754089355,-1.9896814823150635,-7.070019721984863,-2.7475647926330566,-0.6733145117759705,-3.886859178543091,-5.28272008895874,-3.9329636096954346,-2.823719024658203,-2.5137641429901123,-5.84526252746582,-2.646005868911743,-3.297971725463867,-2.905757427215576,-4.430856704711914,-2.311811685562134,-2.709728240966797,-4.3691534996032715,-0.9014350771903992,-0.3641153573989868,-1.4369468688964844,1.6491854190826416,0.4548526704311371,0.4548598825931549,0.4481801986694336,0.501015305519104,0.5752284526824951,0.6102839112281799,0.5558050274848938,0.5694273114204407,0.5264447331428528,0.4514518976211548,0.462487131357193,0.44330576062202454,5571.829219140869,0.0670383762668919,10670.523648648648
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-03-02-02-02-01.wav,happy,-568.1387939453125,70.80917358398438,-8.760222434997559,11.967098236083984,-2.9723803997039795,10.001248359680176,-8.55140495300293,0.02781800925731659,-9.052507400512695,-6.328847408294678,-12.138223648071289,-7.093577861785889,1.7016894817352295,-5.718075752258301,-3.0275192260742188,1.1591640710830688,-2.6721177101135254,-5.588248252868652,-1.065712809562683,-1.9595199823379517,-6.8103837966918945,-4.491152286529541,-1.1121563911437988,-2.570262908935547,-5.157080173492432,-4.732901573181152,-2.715776205062866,-2.199507474899292,-6.433728218078613,-3.549192428588867,-2.580099582672119,-2.4217779636383057,-5.154195785522461,-2.4990627765655518,-2.6673243045806885,-3.7230112552642822,-2.9257798194885254,-1.8580989837646484,-2.632793664932251,-2.1749989986419678,0.5198723673820496,0.5104597806930542,0.5308734774589539,0.5533691644668579,0.5944446325302124,0.5955015420913696,0.5629510283470154,0.5623282790184021,0.5419249534606934,0.4812890589237213,0.4860512912273407,0.5293192863464355,6222.558537890443,0.059488492398648646,11516.680743243243
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-04-01-01-01-01.wav,sad,-715.8726806640625,74.98530578613281,2.9195237159729004,11.441712379455566,6.960729122161865,13.466071128845215,-6.726049900054932,4.731559753417969,-6.06035041809082,-5.0608439445495605,-7.618046283721924,-3.5482144355773926,-1.2796025276184082,-3.5052685737609863,1.5040183067321777,-1.6673054695129395,-4.64708137512207,-1.3987220525741577,0.422640860080719,-3.0675158500671387,-3.561220407485962,-3.608914852142334,-2.3603625297546387,0.18047142028808594,-3.696197509765625,-3.852003335952759,-1.993828296661377,-0.6182289719581604,-4.460587978363037,-2.0738494396209717,-0.5538449883460999,-2.5048210620880127,-2.610093355178833,-1.6681180000305176,-0.9054930210113525,-1.83866548538208,-1.7473069429397583,-1.3653857707977295,-1.968656301498413,-1.5951756238937378,0.6440982818603516,0.6507048010826111,0.6119891405105591,0.5834318995475769,0.5457030534744263,0.4994160234928131,0.4880927503108978,0.5174341201782227,0.5401315093040466,0.5707670450210571,0.6181446313858032,0.6134141087532043,6355.887480300236,0.03940700954861111,11777.799479166666
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-04-01-01-02-01.wav,sad,-732.4854736328125,80.96550750732422,3.4866979122161865,13.031230926513672,8.979397773742676,14.107940673828125,-4.787290096282959,6.040528774261475,-4.208775043487549,-5.1626200675964355,-7.150251388549805,-4.6642746925354,-0.31327247619628906,-2.1768181324005127,-0.45821696519851685,-1.0323430299758911,-2.970264434814453,-0.028320636600255966,0.24600039422512054,-1.6613959074020386,-2.22155499458313,-1.8605202436447144,-1.1843706369400024,1.2160260677337646,-3.427398681640625,-3.749413251876831,-0.9461190104484558,0.09569801390171051,-3.8884897232055664,-1.7439624071121216,0.07629954814910889,-2.0458455085754395,-1.9808114767074585,-1.1088154315948486,-1.7234301567077637,-1.6846810579299927,-0.9043103456497192,-0.7734114527702332,-1.7357407808303833,-1.7303204536437988,0.5902519822120667,0.5866765379905701,0.5863295197486877,0.6028042435646057,0.5955966114997864,0.5704434514045715,0.5503618121147156,0.5894525647163391,0.6166154146194458,0.5697561502456665,0.5601637959480286,0.569508969783783,6610.435405112448,0.04294980177238806,12477.565298507463
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-04-01-02-01-01.wav,sad,-766.6506958007812,73.99263000488281,2.4763808250427246,10.077651977539062,7.92880392074585,11.792141914367676,-5.250398635864258,4.038564682006836,-4.807724952697754,-4.966983318328857,-7.7130537033081055,-2.574597120285034,0.2022656351327896,-1.4582433700561523,-0.09136564284563065,-0.9052931070327759,-2.4779253005981445,-1.930030345916748,0.17508834600448608,-1.3837140798568726,-3.8350555896759033,-4.40933084487915,-0.49962642788887024,1.0700342655181885,-3.8963582515716553,-3.0342018604278564,-2.3421688079833984,-1.0309312343597412,-3.9242475032806396,-1.9133875370025635,0.1607460081577301,-1.4910147190093994,-1.407064437866211,-0.05036163330078125,-1.7097127437591553,-0.8784841299057007,-0.2351134717464447,-1.3237718343734741,-3.3786516189575195,-1.0370683670043945,0.622054934501648,0.6071488261222839,0.5897042155265808,0.5937097668647766,0.5680298805236816,0.571948230266571,0.5660014748573303,0.5685630440711975,0.6325742602348328,0.6339740753173828,0.6249730587005615,0.605148196220398,6739.503739203785,0.029216731572948327,11920.925151975684
D:\speech_emotion\speech-emotion-classification\data\Actor_01\03-01-04-01-02-02-01.wav,sad,-736.81494140625,70.96663665771484,4.844919681549072,13.252521514892578,7.932812690734863,11.802074432373047,-4.929982662200928,6.692442893981934,-3.773193836212158,-5.04636812210083,-8.592158317565918,-2.967207431793213,-0.14794528484344482,-3.3797426223754883,0.6299927830696106,-0.1263420283794403,-2.513223886489868,-1.9836736917495728,1.392209768295288,0.13401196897029877,-2.8598239421844482,-2.5119688510894775,-1.212201714515686,1.3082081079483032,-3.6622910499572754,-3.6559269428253174,-1.456701636314392,-0.7138875722885132,-3.249943494796753,-1.7579454183578491,-0.4191731810569763,-1.1189159154891968,-2.821733236312866,-1.6057994365692139,-1.7481610774993896,-0.4092637896537781,-0.373063862323761,-0.8390249609947205,-1.4029134511947632,-1.067402958869934,0.6012945771217346,0.5827499032020569,0.5776536464691162,0.5891320109367371,0.588998556137085,0.5920525789260864,0.5822621583938599,0.5827037692070007,0.5848044753074646,0.5958557724952698,0.6570970416069031,0.6468444466590881,7106.008408922401,0.0407498516613924,12793.611550632912
